unit_number,cycle,op1,op2,predicted_RUL,RUL,error,risk_level,sensor_2,sensor_3,sensor_4,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21
29,125,-0.001,0.0004,121.927345,136,14.072654724121094,Low,642.24,1589.66,1400.89,554.15,2388.03,9067.62,47.35,521.98,2388.07,8149.18,8.4057,394,39.02,23.3457
29,126,-0.0016,0.0004,104.491714,135,30.508285522460938,Low,642.43,1582.07,1402.91,553.74,2388.01,9061.0,47.38,521.9,2388.03,8147.63,8.4318,392,39.13,23.254
29,127,0.0034,0.0004,118.88401,134,15.115989685058594,Low,642.6,1590.76,1402.73,553.83,2388.0,9069.17,47.36,521.64,2388.04,8139.24,8.4122,393,38.95,23.3215
29,128,-0.0043,-0.0,100.88233,133,32.11766815185547,Low,642.86,1592.08,1398.77,553.77,2388.02,9062.14,47.41,521.58,2388.08,8143.27,8.4441,393,39.12,23.2551
29,129,-0.0028,0.0001,139.593,132,-7.5930023193359375,Low,642.71,1589.49,1397.93,553.99,2387.94,9061.46,47.4,522.04,2388.08,8138.42,8.4162,393,38.84,23.3612
29,130,0.0052,-0.0005,111.04701,131,19.952987670898438,Low,642.42,1592.21,1398.45,553.85,2388.12,9060.83,47.44,522.0,2388.03,8147.09,8.4361,392,38.93,23.3833
29,131,0.0013,-0.0001,120.789505,130,9.210494995117188,Low,642.85,1589.0,1403.33,554.35,2388.05,9059.85,47.39,522.12,2388.07,8143.48,8.4241,393,38.88,23.3671
29,132,0.003,0.0003,115.08733,129,13.912666320800781,Low,641.98,1590.33,1403.91,554.59,2388.08,9072.83,47.38,521.73,2388.04,8143.82,8.3901,391,38.97,23.2942
29,133,0.0025,0.0004,100.75939,128,27.24060821533203,Low,642.41,1595.72,1414.37,553.41,2388.12,9064.8,47.45,521.78,2388.06,8141.03,8.4382,393,39.0,23.3917
29,134,0.0034,0.0,134.53748,127,-7.5374755859375,Low,642.47,1589.98,1396.4,554.19,2388.04,9056.73,47.34,521.75,2388.07,8137.39,8.4291,393,38.95,23.3341
29,135,0.0001,0.0002,96.415985,126,29.584014892578125,Low,642.45,1590.03,1402.34,554.11,2387.98,9074.46,47.55,522.02,2388.04,8147.54,8.395,394,38.94,23.2739
29,136,-0.0002,-0.0004,104.16061,125,20.839393615722656,Low,642.91,1587.58,1400.35,554.4,2388.06,9068.21,47.37,521.64,2388.07,8147.59,8.4478,393,38.76,23.3778
29,137,0.0018,0.0001,116.24776,124,7.7522430419921875,Low,641.94,1588.71,1405.82,553.44,2388.02,9059.55,47.36,521.95,2387.99,8149.75,8.4551,393,38.91,23.3729
29,138,-0.0029,0.0003,125.37016,123,-2.3701629638671875,Low,643.01,1589.54,1396.06,553.59,2388.03,9067.31,47.4,521.76,2387.99,8143.0,8.416,393,38.85,23.4703
29,139,0.0027,0.0003,96.9866,122,25.013397216796875,Low,642.16,1585.36,1398.91,554.0,2388.05,9072.7,47.42,521.48,2388.06,8148.34,8.4187,393,39.0,23.2652
29,140,0.0018,0.0,99.89918,121,21.10082244873047,Low,642.49,1588.7,1401.78,554.33,2388.04,9075.51,47.52,522.18,2388.05,8143.97,8.4415,392,38.85,23.3602
29,141,0.0032,0.0004,121.03958,120,-1.039581298828125,Low,642.48,1587.09,1404.41,554.71,2388.06,9059.52,47.27,521.59,2388.09,8140.04,8.4325,393,38.91,23.3341
29,142,0.0038,0.0004,100.81904,119,18.18096160888672,Low,643.12,1584.08,1405.71,553.52,2388.01,9066.79,47.25,521.62,2388.02,8147.49,8.4377,393,38.83,23.2982
29,143,0.0022,-0.0,123.90716,118,-5.907157897949219,Low,642.48,1588.63,1397.9,553.5,2388.04,9060.51,47.35,522.02,2388.05,8145.05,8.4288,391,38.94,23.291
29,144,-0.0032,0.0003,105.30861,117,11.691390991210938,Low,642.15,1591.18,1405.12,552.84,2388.06,9065.66,47.5,521.41,2388.05,8145.16,8.3884,392,38.83,23.3499
29,145,-0.0,-0.0005,100.5077,116,15.492301940917969,Low,642.79,1586.37,1408.24,553.91,2388.11,9064.0,47.4,521.71,2388.04,8144.06,8.4223,392,38.86,23.2587
29,146,0.0007,0.0001,97.42522,115,17.574783325195312,Low,642.63,1580.54,1402.68,553.53,2388.07,9069.18,47.44,522.08,2388.03,8148.57,8.4553,392,38.83,23.3499
29,147,-0.0011,-0.0004,104.655624,114,9.344375610351562,Low,642.3,1591.56,1408.11,553.15,2388.06,9064.4,47.44,522.49,2388.09,8150.55,8.4329,393,38.93,23.3783
29,148,-0.0004,0.0003,111.226074,113,1.77392578125,Low,642.29,1586.0,1408.78,554.17,2388.07,9068.42,47.37,521.68,2388.09,8145.79,8.4215,391,38.88,23.2898
29,149,-0.0023,-0.0,113.10425,112,-1.104248046875,Low,641.89,1593.75,1400.53,553.47,2388.04,9065.05,47.32,521.82,2388.07,8146.01,8.4205,394,38.82,23.2822
29,150,-0.0054,0.0002,109.136665,111,1.8633346557617188,Low,642.32,1584.0,1394.94,554.23,2388.07,9063.86,47.47,521.85,2388.05,8148.6,8.4308,394,38.89,23.3684
29,151,0.0031,-0.0001,111.8377,110,-1.8376998901367188,Low,643.09,1584.81,1405.14,553.55,2388.07,9068.5,47.46,522.14,2388.06,8147.9,8.4351,392,38.92,23.451
29,152,-0.005,0.0002,88.5726,109,20.427398681640625,Low,642.24,1591.26,1410.02,553.68,2388.08,9070.7,47.57,521.31,2388.09,8147.28,8.436,393,38.9,23.3752
29,153,0.0013,-0.0004,131.21623,108,-23.216232299804688,Low,642.1,1586.91,1406.96,554.12,2388.03,9058.89,47.36,522.38,2388.02,8146.88,8.4814,392,38.79,23.2635
29,154,0.0014,-0.0003,110.43977,107,-3.4397735595703125,Low,642.71,1590.1,1395.12,553.66,2388.1,9066.85,47.51,521.56,2388.08,8149.21,8.4163,394,38.85,23.3708
29,155,-0.0023,-0.0002,89.22842,106,16.771583557128906,Low,642.66,1584.03,1408.22,553.8,2388.07,9070.75,47.44,521.69,2388.06,8148.03,8.4493,393,39.0,23.3518
29,156,0.0029,-0.0004,107.31026,105,-2.3102569580078125,Low,643.16,1583.05,1406.95,554.18,2388.1,9066.57,47.37,521.61,2388.08,8151.95,8.4298,391,38.88,23.1905
29,157,-0.0009,0.0005,139.00652,104,-35.00651550292969,Low,642.41,1597.59,1401.08,554.78,2388.05,9071.85,47.16,521.77,2388.05,8145.24,8.4624,392,39.08,23.3126
29,158,0.0011,0.0001,127.67635,103,-24.676353454589844,Low,642.73,1590.51,1406.23,553.71,2388.06,9060.97,47.3,521.48,2387.97,8142.0,8.426,393,38.8,23.3752
29,159,-0.0001,-0.0003,120.63221,102,-18.63220977783203,Low,642.58,1594.06,1409.41,553.49,2388.03,9068.8,47.28,521.74,2388.04,8144.5,8.4577,393,38.98,23.3154
29,160,-0.0004,0.0004,102.187935,101,-1.1879348754882812,Low,642.51,1591.81,1403.12,553.4,2388.06,9066.83,47.45,521.82,2388.04,8151.96,8.4268,393,38.85,23.3159
29,161,0.0023,0.0005,88.2032,100,11.796798706054688,Low,642.62,1592.72,1409.52,553.77,2388.08,9073.72,47.29,521.68,2388.06,8150.17,8.4539,392,38.69,23.2892
29,162,0.0008,-0.0,85.71289,99,13.287109375,Low,642.88,1589.94,1400.29,553.67,2388.06,9075.77,47.66,521.44,2388.02,8145.75,8.4334,393,38.83,23.3902
29,163,-0.0037,0.0,104.8229,98,-6.822898864746094,Low,642.41,1585.87,1399.9,553.52,2388.01,9076.33,47.29,521.5,2388.12,8150.06,8.4289,393,38.84,23.3988
29,164,0.0038,-0.0001,102.0111,97,-5.011100769042969,Low,642.4,1584.35,1411.85,553.65,2388.07,9067.94,47.54,521.42,2388.08,8145.03,8.4428,393,38.78,23.2973
29,165,-0.0016,-0.0002,116.475266,96,-20.475265502929688,Low,642.04,1586.49,1409.28,553.77,2388.06,9063.75,47.45,521.43,2388.05,8150.32,8.42,393,38.93,23.3771
29,166,-0.0044,-0.0003,91.300064,95,3.6999359130859375,Low,642.33,1589.37,1403.31,553.01,2388.05,9067.69,47.4,521.68,2388.02,8154.3,8.441,394,38.85,23.3332
29,167,0.0015,0.0003,128.38242,94,-34.382415771484375,Low,642.71,1593.31,1409.53,553.57,2388.08,9065.95,47.53,521.75,2388.08,8143.84,8.3972,393,38.76,23.4271
29,168,-0.0005,-0.0004,94.05741,93,-1.0574111938476562,Low,642.22,1594.79,1412.68,553.68,2388.06,9073.08,47.29,521.67,2388.11,8151.53,8.4331,394,38.91,23.2596
29,169,-0.0039,-0.0001,115.82599,92,-23.82598876953125,Low,642.81,1579.11,1403.96,553.58,2388.03,9068.57,47.3,521.21,2388.04,8153.57,8.3895,394,38.9,23.2308
29,170,0.0008,-0.0003,115.64035,91,-24.640350341796875,Low,642.85,1584.71,1406.75,554.56,2388.02,9069.18,47.42,521.08,2388.1,8146.51,8.439,393,38.92,23.4456
29,171,-0.0002,-0.0001,107.89085,90,-17.890846252441406,Low,642.53,1585.72,1405.88,553.29,2388.08,9074.11,47.26,521.57,2388.07,8147.27,8.4202,393,38.98,23.1975
30,1,0.0035,-0.0003,197.07852,257,59.921478271484375,Low,642.35,1588.33,1401.91,553.6,2388.1,9042.83,47.44,521.29,2388.13,8125.68,8.4299,393,38.77,23.1735
30,2,-0.0002,-0.0003,183.67224,256,72.3277587890625,Low,642.33,1589.74,1406.03,552.96,2388.11,9039.25,47.62,521.32,2388.12,8123.78,8.4127,392,38.96,23.3675
30,3,0.0008,0.0005,180.72939,255,74.27061462402344,Low,642.59,1591.55,1406.38,552.99,2388.09,9047.01,47.43,521.16,2388.11,8124.08,8.4399,393,38.87,23.2698
30,4,0.0047,-0.0002,201.91045,254,52.08955383300781,Low,642.98,1586.73,1397.79,553.49,2388.14,9044.43,47.44,521.4,2388.17,8125.7,8.4117,392,38.83,23.2956
30,5,0.0003,0.0004,185.93489,253,67.06510925292969,Low,642.75,1588.02,1404.65,552.89,2388.12,9041.94,47.49,521.64,2388.1,8121.37,8.4247,393,38.83,23.3348
30,6,0.0054,-0.0004,187.79486,252,64.20513916015625,Low,642.49,1591.26,1401.17,553.79,2388.13,9052.13,47.46,521.38,2388.13,8126.95,8.4418,393,38.99,23.228
30,7,0.0036,0.0002,170.56342,251,80.43658447265625,Low,642.42,1594.79,1406.79,553.73,2388.1,9043.7,47.39,521.77,2388.13,8122.15,8.4134,395,39.01,23.2317
30,8,-0.0046,0.0005,169.42285,250,80.5771484375,Low,642.94,1597.2,1412.92,553.17,2388.16,9042.65,47.42,521.55,2388.09,8129.24,8.4598,393,38.98,23.3471
30,9,0.0012,-0.0003,184.53989,249,64.46011352539062,Low,642.3,1591.35,1402.14,553.95,2388.12,9043.21,47.62,521.07,2388.13,8123.46,8.4426,394,39.01,23.2633
30,10,0.0024,0.0002,176.88371,248,71.11628723144531,Low,642.69,1592.34,1407.26,553.46,2388.08,9047.49,47.44,521.52,2388.09,8128.52,8.4241,393,38.92,23.242
30,11,-0.0037,0.0003,180.80118,247,66.19882202148438,Low,642.67,1588.01,1404.33,553.52,2388.12,9048.44,47.66,521.89,2388.09,8127.21,8.4446,391,38.96,23.3054
30,12,0.0002,-0.0003,186.71548,246,59.284515380859375,Low,642.52,1594.0,1403.13,553.04,2388.11,9047.39,47.5,521.49,2388.1,8128.08,8.4229,392,38.89,23.3865
30,13,0.0004,-0.0002,184.41763,245,60.582366943359375,Low,642.52,1591.39,1408.18,553.35,2388.09,9043.89,47.43,521.6,2388.13,8126.67,8.4028,392,39.04,23.3027
30,14,0.0009,-0.0004,209.46735,244,34.53265380859375,Low,643.46,1583.99,1404.55,553.55,2388.12,9047.95,47.48,521.46,2388.05,8130.6,8.457,393,38.81,23.3142
30,15,-0.0013,0.0003,180.91025,243,62.089752197265625,Low,642.56,1590.34,1414.77,553.03,2388.14,9037.86,47.53,521.06,2388.13,8120.63,8.431,392,38.68,23.3228
30,16,0.0024,0.0002,166.98975,242,75.01025390625,Low,642.82,1594.77,1406.96,553.26,2388.12,9047.63,47.48,521.87,2388.15,8125.33,8.4105,394,38.69,23.3162
30,17,0.0007,0.0005,179.25311,241,61.74688720703125,Low,642.56,1585.94,1408.5,553.56,2388.16,9034.34,47.42,521.97,2388.1,8128.66,8.477,392,38.92,23.3617
30,18,0.0,-0.0003,165.17368,240,74.82632446289062,Low,643.05,1591.84,1399.09,553.3,2388.16,9044.61,47.38,521.8,2388.11,8126.66,8.4275,394,38.91,23.3441
30,19,-0.0027,0.0004,177.95677,239,61.04322814941406,Low,642.89,1589.9,1404.6,553.06,2388.12,9045.89,47.56,521.13,2388.11,8127.05,8.4706,394,38.62,23.3872
30,20,-0.0002,-0.0001,178.69226,238,59.3077392578125,Low,642.17,1589.41,1403.55,553.68,2388.15,9049.13,47.45,521.77,2388.16,8124.26,8.4295,394,39.01,23.2544
30,21,-0.0018,-0.0003,164.3217,237,72.67829895019531,Low,642.76,1592.04,1417.62,553.29,2388.1,9042.46,47.49,521.64,2388.14,8123.3,8.4487,393,38.85,23.3537
30,22,0.0015,-0.0001,174.0839,236,61.916107177734375,Low,642.47,1589.26,1405.1,553.69,2388.13,9038.88,47.29,521.74,2388.11,8125.3,8.4497,393,38.88,23.2797
30,23,-0.0011,0.0004,170.38643,235,64.61357116699219,Low,642.49,1592.69,1403.13,553.89,2388.16,9050.54,47.48,521.36,2388.06,8125.55,8.439,393,38.96,23.2453
30,24,0.0029,0.0001,166.34215,234,67.65785217285156,Low,642.74,1589.48,1405.96,554.23,2388.09,9048.22,47.48,521.67,2388.09,8125.99,8.4542,392,38.94,23.3835
30,25,0.0024,-0.0,165.8697,233,67.13029479980469,Low,642.8,1585.82,1405.86,554.16,2388.15,9036.31,47.67,521.32,2388.06,8124.98,8.4197,391,38.84,23.2135
30,26,-0.0028,-0.0004,165.15062,232,66.84938049316406,Low,643.11,1589.91,1406.83,552.52,2388.12,9037.42,47.48,521.71,2388.11,8123.28,8.4416,394,38.85,23.3074
30,27,-0.0033,-0.0003,174.0092,231,56.99079895019531,Low,642.52,1579.84,1410.77,553.69,2388.06,9049.59,47.5,521.35,2388.13,8125.68,8.4401,394,38.82,23.2495
30,28,-0.0028,-0.0003,171.11432,230,58.88568115234375,Low,642.52,1588.92,1413.34,553.54,2388.12,9037.87,47.52,521.28,2388.11,8120.38,8.4604,393,38.9,23.36
30,29,0.002,0.0004,167.71169,229,61.28831481933594,Low,642.41,1587.42,1406.02,553.6,2388.09,9043.6,47.55,521.5,2388.06,8122.6,8.4496,393,38.9,23.3777
30,30,-0.0003,-0.0002,167.54349,228,60.456512451171875,Low,642.23,1586.78,1410.38,552.78,2388.11,9047.99,47.41,521.51,2388.15,8127.38,8.4617,393,38.84,23.3365
30,31,-0.0007,0.0003,162.6793,227,64.32069396972656,Low,642.82,1594.8,1405.2,553.76,2388.13,9038.54,47.27,521.69,2388.14,8123.95,8.4515,392,38.81,23.3447
30,32,0.0043,-0.0003,159.49678,226,66.50321960449219,Low,642.5,1587.78,1406.05,552.78,2388.09,9040.91,47.42,521.51,2388.13,8127.01,8.4418,393,38.85,23.2614
30,33,-0.0019,0.0002,156.71106,225,68.2889404296875,Low,642.27,1579.74,1405.6,553.32,2388.13,9049.85,47.67,521.82,2388.05,8125.03,8.4497,393,38.93,23.3152
30,34,0.0018,-0.0,161.62637,224,62.373626708984375,Low,642.72,1597.47,1410.38,553.34,2388.1,9045.67,47.59,521.48,2388.12,8126.94,8.4282,393,39.02,23.2937
30,35,0.0001,0.0005,162.94675,223,60.053253173828125,Low,642.61,1586.89,1399.94,553.57,2388.1,9050.8,47.43,521.7,2388.1,8127.31,8.4216,393,38.73,23.3734
30,36,-0.0005,-0.0002,166.74411,222,55.255889892578125,Low,642.52,1588.42,1406.99,553.68,2388.09,9051.23,47.41,521.29,2388.06,8128.31,8.4428,393,38.94,23.3051
30,37,0.0001,0.0003,154.5913,221,66.40870666503906,Low,642.86,1579.98,1407.71,553.88,2388.12,9045.34,47.54,521.6,2388.11,8126.81,8.4235,395,38.71,23.2116
30,38,0.0027,0.0002,167.81604,220,52.1839599609375,Low,642.58,1582.4,1407.79,553.38,2388.13,9052.92,47.36,521.02,2388.01,8132.85,8.429,393,39.05,23.2952
30,39,0.0049,0.0003,161.8594,219,57.140594482421875,Low,643.11,1586.69,1410.32,553.94,2388.13,9043.35,47.55,521.24,2388.09,8126.65,8.4364,393,38.76,23.3583
30,40,0.0018,0.0004,151.23006,218,66.76994323730469,Low,642.8,1593.89,1409.06,553.63,2388.12,9047.26,47.51,521.69,2388.13,8126.56,8.4389,394,38.97,23.2196
30,41,0.0002,-0.0002,154.18391,217,62.81608581542969,Low,641.99,1587.5,1409.36,553.14,2388.03,9052.16,47.5,521.91,2388.14,8130.27,8.4347,393,38.89,23.2995
30,42,0.0016,-0.0001,157.94527,216,58.05473327636719,Low,642.37,1590.83,1407.49,553.51,2388.14,9050.19,47.49,522.13,2388.08,8130.86,8.4527,392,38.89,23.3412
30,43,-0.0032,-0.0003,145.40388,215,69.59611511230469,Low,642.38,1581.25,1406.21,553.42,2388.09,9046.37,47.48,521.92,2388.1,8130.86,8.4363,392,38.93,23.306
30,44,0.0012,-0.0001,159.24379,214,54.75621032714844,Low,642.54,1592.39,1407.77,554.14,2388.14,9052.94,47.62,521.82,2388.16,8130.33,8.4411,392,38.87,23.2772
30,45,0.0019,0.0002,153.36244,213,59.63755798339844,Low,642.73,1593.99,1403.35,553.03,2388.15,9047.61,47.5,521.21,2388.13,8123.93,8.4504,394,38.78,23.3217
30,46,0.0026,0.0001,150.98363,212,61.01637268066406,Low,642.78,1588.49,1402.6,553.89,2388.09,9050.73,47.67,521.41,2388.16,8133.87,8.4589,395,38.94,23.3474
30,47,-0.0033,0.0001,142.3948,211,68.60519409179688,Low,642.43,1582.31,1406.36,552.7,2388.11,9044.59,47.4,521.6,2388.11,8125.05,8.4541,392,38.89,23.3674
30,48,-0.0021,-0.0001,147.71347,210,62.286529541015625,Low,642.38,1592.79,1409.3,553.49,2388.1,9049.51,47.49,521.53,2388.12,8128.07,8.4519,393,38.98,23.2073
30,49,-0.0017,0.0,149.0451,209,59.95489501953125,Low,642.67,1589.62,1405.92,554.03,2388.1,9046.37,47.61,521.43,2388.12,8120.85,8.4405,392,38.84,23.325
30,50,-0.0026,0.0003,144.92078,208,63.0792236328125,Low,642.15,1589.92,1401.78,552.89,2388.08,9057.28,47.6,521.92,2388.09,8128.18,8.4472,393,38.78,23.2984
30,51,-0.0017,-0.0003,142.02223,207,64.97776794433594,Low,642.67,1595.78,1406.79,552.56,2388.13,9045.26,47.41,520.95,2388.17,8129.2,8.454,391,38.73,23.3292
30,52,-0.0025,-0.0005,139.16095,206,66.83905029296875,Low,642.07,1598.91,1412.51,552.39,2388.08,9047.73,47.43,521.18,2388.16,8123.96,8.4105,393,38.95,23.3802
30,53,0.0004,-0.0001,143.28354,205,61.716461181640625,Low,643.07,1594.82,1403.47,553.87,2388.12,9046.94,47.49,521.26,2388.07,8129.69,8.441,392,38.99,23.2341
30,54,-0.0007,-0.0002,143.94566,204,60.05433654785156,Low,642.8,1580.43,1406.28,553.66,2388.18,9055.43,47.53,521.41,2388.06,8127.06,8.4653,393,38.93,23.2227
30,55,0.0031,0.0003,146.14554,203,56.854461669921875,Low,642.46,1590.58,1406.08,553.4,2388.14,9041.18,47.39,521.54,2388.15,8126.71,8.471,393,38.95,23.3665
30,56,0.001,-0.0005,140.9714,202,61.028594970703125,Low,642.55,1591.08,1401.27,553.16,2388.09,9040.0,47.37,521.02,2388.12,8126.54,8.4449,394,38.86,23.3638
30,57,0.0016,0.0002,138.47658,201,62.52342224121094,Low,642.37,1593.23,1406.73,553.05,2388.12,9047.02,47.53,521.34,2388.1,8130.03,8.4308,393,38.96,23.1927
30,58,-0.0007,0.0003,136.68825,200,63.31175231933594,Low,642.85,1582.72,1405.62,553.32,2388.07,9040.74,47.5,521.77,2388.11,8127.43,8.4594,392,39.05,23.3525
30,59,-0.0032,-0.0002,142.01726,199,56.98274230957031,Low,642.67,1582.26,1401.55,553.01,2388.14,9044.21,47.34,521.79,2388.08,8124.61,8.4503,394,39.06,23.3904
30,60,0.0024,0.0003,122.35928,198,75.64071655273438,Low,643.28,1586.68,1412.09,553.46,2388.11,9047.2,47.59,520.84,2388.12,8121.84,8.4487,394,38.87,23.3293
30,61,0.0023,-0.0003,120.71195,197,76.28804779052734,Low,642.75,1594.06,1412.87,552.48,2388.14,9047.72,47.57,521.46,2388.16,8125.83,8.455,394,38.78,23.193
30,62,0.0039,0.0002,137.20671,196,58.79328918457031,Low,642.45,1589.83,1405.78,553.27,2388.11,9051.15,47.35,520.85,2388.11,8133.41,8.4329,393,38.85,23.3043
30,63,-0.0022,0.0003,132.4033,195,62.59669494628906,Low,642.57,1586.71,1403.38,553.5,2388.12,9049.23,47.63,521.33,2388.11,8126.28,8.4215,392,38.83,23.2715
30,64,0.0029,0.0001,132.43547,194,61.56452941894531,Low,643.04,1591.33,1405.85,553.47,2388.12,9046.41,47.37,521.06,2388.08,8126.08,8.4321,392,38.72,23.339
30,65,-0.0013,0.0001,135.53731,193,57.46269226074219,Low,642.53,1587.68,1403.57,554.22,2388.14,9053.79,47.41,520.76,2388.13,8130.13,8.4375,393,38.96,23.3466
30,66,0.0006,-0.0003,132.65604,192,59.343963623046875,Low,642.69,1594.42,1408.82,553.88,2388.1,9054.78,47.4,521.16,2388.14,8129.29,8.4459,392,38.63,23.3866
30,67,-0.0001,-0.0005,126.12262,191,64.87738037109375,Low,642.44,1588.67,1410.05,553.31,2388.08,9047.67,47.55,521.14,2388.11,8126.15,8.4638,392,38.91,23.3937
30,68,0.0027,-0.0002,138.73761,190,51.26239013671875,Low,642.44,1587.84,1405.23,553.49,2388.11,9037.41,47.35,521.09,2388.1,8128.9,8.4673,394,38.87,23.2978
30,69,-0.0001,-0.0003,125.73889,189,63.2611083984375,Low,642.73,1589.2,1400.28,552.98,2388.11,9045.0,47.54,521.34,2388.14,8124.8,8.4108,393,38.8,23.3406
30,70,-0.0001,0.0001,134.10097,188,53.89903259277344,Low,642.71,1588.8,1404.71,553.58,2388.16,9044.79,47.58,521.71,2388.11,8128.44,8.4352,393,38.96,23.3605
30,71,-0.0026,0.0004,127.10098,187,59.899017333984375,Low,642.45,1586.45,1402.18,553.53,2388.17,9040.41,47.54,521.48,2388.14,8126.59,8.4222,392,38.92,23.2757
30,72,0.0026,0.0004,126.310814,186,59.689186096191406,Low,642.31,1581.31,1404.61,554.12,2388.1,9042.7,47.51,521.22,2388.1,8128.92,8.4061,393,38.89,23.3273
30,73,-0.0004,0.0002,125.90587,185,59.09413146972656,Low,642.46,1584.62,1412.56,553.65,2388.12,9051.96,47.5,521.09,2388.07,8129.41,8.4303,392,38.94,23.3227
30,74,0.0026,-0.0004,125.9432,184,58.056800842285156,Low,642.61,1593.31,1408.23,553.52,2388.13,9056.42,47.67,521.7,2388.07,8128.95,8.4217,392,38.95,23.3509
30,75,0.0025,0.0001,118.553825,183,64.44617462158203,Low,642.54,1589.02,1414.65,553.11,2388.1,9041.92,47.52,521.09,2388.1,8130.64,8.4476,392,38.71,23.2924
30,76,0.0022,-0.0004,116.63054,182,65.36946105957031,Low,642.35,1590.66,1403.67,553.07,2388.1,9056.49,47.53,520.96,2388.11,8132.06,8.4168,392,38.82,23.2672
30,77,-0.0013,0.0003,118.57303,181,62.426971435546875,Low,642.63,1588.57,1405.5,553.57,2388.11,9047.34,47.55,521.81,2388.13,8126.21,8.4583,393,38.78,23.3188
30,78,0.0014,-0.0004,115.65014,180,64.34986114501953,Low,642.13,1587.75,1408.42,553.05,2388.09,9040.33,47.46,520.94,2388.12,8129.18,8.4156,393,38.9,23.2378
30,79,0.0013,0.0,123.30384,179,55.69615936279297,Low,642.78,1589.95,1405.81,554.35,2388.16,9045.26,47.41,521.76,2388.1,8127.02,8.4263,391,38.93,23.38
30,80,0.0005,0.0003,118.67143,178,59.32856750488281,Low,642.37,1593.11,1405.67,554.31,2388.05,9054.44,47.54,521.05,2388.11,8126.93,8.4439,392,38.94,23.2979
30,81,0.0033,-0.0002,102.72395,177,74.27604675292969,Low,642.7,1591.47,1417.08,553.65,2388.1,9044.09,47.61,521.06,2388.13,8132.18,8.4839,394,38.9,23.222
30,82,0.0015,0.0003,105.714165,176,70.28583526611328,Low,642.75,1587.27,1407.11,553.54,2388.15,9050.59,47.51,521.54,2388.18,8131.18,8.4252,395,38.72,23.3279
30,83,0.0037,-0.0002,116.44058,175,58.559417724609375,Low,642.59,1587.18,1410.65,552.93,2388.03,9046.97,47.52,522.04,2388.09,8129.6,8.4666,394,38.92,23.3961
30,84,-0.0013,-0.0001,104.59958,174,69.40042114257812,Low,643.04,1599.35,1411.38,552.91,2388.11,9050.97,47.66,521.59,2388.12,8128.01,8.41,393,38.74,23.363
30,85,0.0026,0.0001,108.49471,173,64.50528717041016,Low,642.51,1584.6,1408.57,553.32,2388.13,9050.21,47.43,521.22,2388.14,8129.86,8.4258,393,38.94,23.1887
30,86,0.002,0.0001,112.28362,172,59.71637725830078,Low,642.64,1586.58,1409.3,553.08,2388.13,9042.83,47.61,521.27,2388.14,8130.63,8.435,392,38.89,23.3613
30,87,0.0006,-0.0004,113.673935,171,57.32606506347656,Low,642.82,1587.81,1409.73,553.29,2388.14,9051.04,47.4,521.01,2388.13,8128.57,8.4313,394,38.65,23.3492
30,88,0.0002,0.0004,108.04163,170,61.95836639404297,Low,642.22,1587.05,1407.33,552.85,2388.17,9044.14,47.58,521.76,2388.1,8130.36,8.4599,392,38.9,23.3259
30,89,0.004,-0.0003,113.08962,169,55.910377502441406,Low,642.89,1583.41,1409.46,553.46,2388.1,9045.16,47.48,522.05,2388.12,8128.39,8.4359,393,38.87,23.3307
30,90,0.0016,-0.0003,103.53827,168,64.46173095703125,Low,642.15,1588.2,1407.75,554.27,2388.13,9049.27,47.54,520.77,2388.09,8125.82,8.4222,393,38.82,23.3097
30,91,-0.0006,-0.0,117.75441,167,49.24559020996094,Low,642.12,1588.97,1403.51,553.59,2388.13,9048.46,47.62,521.47,2388.16,8126.31,8.4423,392,38.79,23.3506
30,92,-0.0035,-0.0,109.713005,166,56.28699493408203,Low,642.3,1589.71,1411.4,552.97,2388.11,9049.76,47.47,521.47,2388.09,8129.62,8.4513,393,38.95,23.1963
30,93,-0.0006,0.0,103.397835,165,61.60216522216797,Low,642.78,1588.96,1411.86,553.82,2388.1,9051.98,47.44,521.31,2388.11,8131.75,8.4233,393,38.68,23.2545
30,94,0.0006,0.0003,113.191414,164,50.80858612060547,Low,643.19,1592.59,1405.74,553.69,2388.13,9044.22,47.5,521.42,2388.18,8131.0,8.4106,391,38.66,23.4205
30,95,-0.0013,-0.0004,109.91365,163,53.08634948730469,Low,642.41,1582.49,1413.07,553.75,2388.13,9050.31,47.5,521.89,2388.09,8130.87,8.4491,392,38.86,23.3332
30,96,0.0015,-0.0003,110.92553,162,51.07447052001953,Low,642.6,1590.29,1409.19,553.47,2388.15,9045.59,47.36,521.31,2388.1,8130.42,8.44,394,38.86,23.2771
30,97,0.0016,-0.0002,103.08377,161,57.916229248046875,Low,643.29,1588.72,1403.77,553.15,2388.11,9046.52,47.28,521.47,2388.17,8131.7,8.4408,393,38.73,23.3003
30,98,-0.0021,0.0003,96.804436,160,63.19556427001953,Low,642.14,1591.3,1401.3,552.78,2388.11,9052.61,47.59,521.32,2388.11,8135.25,8.4504,392,38.9,23.2313
30,99,0.0016,-0.0002,107.48644,159,51.51355743408203,Low,643.4,1588.23,1400.31,553.6,2388.09,9043.77,47.6,520.58,2388.07,8131.94,8.4554,393,38.88,23.362
